Modalità ;Informazioni cronologiche;1. Qual è la tua età?;2. Qual è il tuo genere?;3. Qual è il tuo livello di istruzione?;"4. Valuta su una scala da 1 a 10 quanto ritieni che la tua età influenzi l'interesse per esperienze museali, dove 1 significa ""per nulla"" e 10 ""moltissimo"".";5. Su una scala da 1 a 10, quanto pensi che il tuo percorso formativo o le tue conoscenze pregresse influenzino la tua comprensione delle esposizioni museali? ;"6. Quanto frequentemente visiti i musei o le mostre culturali in generale? Usa una scala da 1 a 10 per indicare la tua frequenza, dove 1 significa ""mai"" e 10 ""molto frequentemente"".";7. Quanto hai trovato interessante la visita guidata al museo tradizionale? Valuta su una scala da 1 a 10.;8. Ritieni che le spiegazioni fornite dalla guida siano state chiare e utili? Usa una scala da 1 a 10 per indicare il tuo grado di chiarezza percepita.;9. Durante la visita, hai percepito difficoltà nel mantenere l’attenzione? Su una scala da 1 a 10.;10. Quanto ritieni che l’esposizione degli oggetti storici sia stata efficace per trasmettere informazioni educative? Usa una scala da 1 a 10 per indicare la tua percezione.;11. Qual è stato il tuo livello di coinvolgimento emotivo durante la visita tradizionale? Valuta su una scala da 1 a 10.;12. Quali ulteriori funzionalità vorresti vedere in una futura versione del museo VR?;13. Quali aspetti della guida museale tradizionale al MuSEd hai trovato più utili per l’apprendimento?;14. Quanto riterresti utile l’uso della VR per spiegare l’evoluzione degli strumenti educativi rispetto all’esposizione fisica degli oggetti?;1. Quando è stato fondato il primo Museo d'Istruzione e di Educazione?;2. Chi fu il fondatore del primo Museo d'Istruzione e di Educazione?;3. Qual è il principale contributo di Maria Montessori all'educazione?;4. Chi progettò i banchi scolastici per le scuole dei contadini dell’Agro Romano? ;5.  Chi decorò le scuole dell’Agro Romano ?;6. Qual era la caratteristica principale della cassettiera montessoriana?;7.  Chi è l’autore dell’opera: l'albero di Pinocchio, conservato al MUSED?;8. Come si differenziava il banco della scuola urbana di Marcucci da quello rurale ?;9. Chi utilizzava principalmente i go kart all'inizio del XX secolo?
tradizionale;17/02/2025 21:04;47;M;Laurea triennale;1;2;3;2;2;1;2;1;Visione a raggi X degli oggetti e esperienza per bambini;Esposizioni fisiche;1;1874;Giovanni Cena;La creazione del 'Giornale per i bambini';Alessandro Marcucci;Duilio Cambellotti;Serviva esclusivamente per riporre i libri di testo;Gli studenti di una scuola elementare;Era utilizzato esclusivamente per le feste scolastiche;Esclusivamente gli adulti per il lavoro
tradizionale;15/02/2025 21:23;47;M;Diploma superiore;1;10;3;3;6;1;2;7;Esperienze narrative e visione a raggi x degli oggetti;Esposizioni fisiche;4;1912;Duilio Cambellotti;L'uso di materiali sensoriali;Sibilla Aleramo;Angelo Celli;Era destinata agli oggetti personali del maestro;Gli studenti di una scuola elementare;Era utilizzato esclusivamente per le feste scolastiche;Esclusivamente gli adulti per il lavoro
tradizionale;17/04/2025 21:58;47;M;Laurea triennale;8;2;3;2;2;1;7;8;Ricerca vocale e ricostruzioni in scala reale;Interazioni con la guida;10;1907;Ruggiero Bonghi;La costruzione di scuole in muratura;Sibilla Aleramo;Duilio Cambellotti;Era utilizzata solo per conservare i quaderni degli studenti;Carlo Collodi in persona;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;Esclusivamente gli adulti per il lavoro
tradizionale;25/04/2025 23:01;47;M;Laurea triennale;1;2;7;4;2;7;1;10;Modalità cooperativa e interazione con strumenti antichi;Esposizioni fisiche;3;1874;Maria Montessori;L'uso di materiali sensoriali;Giovanni Cena;Angelo Celli;Conteneva materiali didattici auto-correttivi organizzati per sviluppare l'autonomia del bambino;Ferdinando Codognotto;Serviva solo per intrattenere i bambini durante le pause;I bambini delle famiglie povere perché erano facili da costruire in casa
tradizionale;17/02/2025 23:11;47;M;Laurea triennale;1;2;3;2;2;1;2;6;non so;Spiegazioni vocali;5;1874;Giovanni Cena;L'uso di materiali sensoriali;Alessandro Marcucci;Duilio Cambellotti;Era destinata agli oggetti personali del maestro;Ferdinando Codognotto;Era riservato agli insegnanti per le riunioni;Esclusivamente gli adulti per il lavoro
tradizionale;19/05/2025 00:14;47;M;Laurea triennale;5;2;3;2;8;1;8;4;Accesso a documenti d'archivio e visite in tempo reale con amici;Esposizioni fisiche;1;1912;Ruggiero Bonghi;La promozione del fascismo nelle scuole;Sibilla Aleramo;Giovanni Cena;Serviva esclusivamente per riporre i libri di testo;Ferdinando Codognotto;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;I bambini delle scuole private
tradizionale;16/12/2024 01:19;47;M;Laurea triennale;1;2;3;2;2;1;2;4;Traduzione simultanea e visite guidate registrate;Altro;9;1912;Ruggiero Bonghi;La creazione del 'Giornale per i bambini';Duilio Cambellotti;Sibilla Aleramo;Era destinata agli oggetti personali del maestro;Gli studenti di una scuola elementare;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;Solo i bambini delle famiglie benestanti
tradizionale;15/12/2024 01:54;47;M;Laurea triennale;1;2;3;2;2;1;2;7;Modalità cooperativa e interazione con strumenti antichi;Altro;3;1912;Ruggiero Bonghi;L'uso di materiali sensoriali;Sibilla Aleramo;Angelo Celli;Era destinata agli oggetti personali del maestro;Ferdinando Codognotto;Serviva solo per intrattenere i bambini durante le pause;I bambini delle famiglie povere perché erano facili da costruire in casa
tradizionale;19/03/2025 01:57;47;M;Laurea triennale;1;2;3;2;2;1;2;9;Modalità esperto e guide virtuali parlanti;Altro;4;1912;Ruggiero Bonghi;La promozione del fascismo nelle scuole;Duilio Cambellotti;Angelo Celli;Serviva esclusivamente per riporre i libri di testo;Gli studenti di una scuola elementare;Serviva solo per intrattenere i bambini durante le pause;I bambini delle famiglie povere perché erano facili da costruire in casa
tradizionale;27/05/2025 12:38;48;M;Laurea triennale;1;2;3;2;2;1;2;5;Gamification educativa e riconoscimento facciale per emozioni;Spiegazioni vocali;4;1907;Giovanni Cena;L'uso di materiali sensoriali;Sibilla Aleramo;Duilio Cambellotti;Era destinata agli oggetti personali del maestro;Ferdinando Codognotto;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;Esclusivamente gli adulti per il lavoro
tradizionale;27/03/2025 13:14;48;NON SPECIFICATO;Laurea magistrale;1;2;3;3;2;6;8;3;Visione storica evolutiva e accesso a documentari;Altro;7;1874;Ruggiero Bonghi;La costruzione di scuole in muratura;Sibilla Aleramo;Angelo Celli;Era utilizzata solo per conservare i quaderni degli studenti;Ferdinando Codognotto;Serviva solo per intrattenere i bambini durante le pause;Esclusivamente gli adulti per il lavoro
tradizionale;18/12/2024 13:29;48;M;Laurea triennale;1;2;3;2;2;1;2;2;non so;Altro;3;1874;Ruggiero Bonghi;La promozione del fascismo nelle scuole;Duilio Cambellotti;Angelo Celli;Conteneva materiali didattici auto-correttivi organizzati per sviluppare l'autonomia del bambino;Un falegname della Disney;Serviva solo per intrattenere i bambini durante le pause;I bambini delle famiglie povere perché erano facili da costruire in casa
tradizionale;07/03/2025 14:21;48;NON SPECIFICATO;Laurea triennale;1;2;3;6;2;5;2;3;Tecnologia vocale e supporto per visori diversi;Esposizioni fisiche;8;1907;Giovanni Cena;La promozione del fascismo nelle scuole;Giovanni Cena;Duilio Cambellotti;Conteneva materiali didattici auto-correttivi organizzati per sviluppare l'autonomia del bambino;Carlo Collodi in persona;Serviva solo per intrattenere i bambini durante le pause;Solo i bambini delle famiglie benestanti
tradizionale;18/02/2025 14:25;48;M;Laurea triennale;1;2;3;2;2;1;2;8;Accesso a documenti d'archivio e guide virtuali parlanti;Esposizioni fisiche;5;1912;Ruggiero Bonghi;La creazione del 'Giornale per i bambini';Alessandro Marcucci;Giovanni Cena;Conteneva materiali didattici auto-correttivi organizzati per sviluppare l'autonomia del bambino;Un falegname della Disney;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;I bambini delle famiglie povere perché erano facili da costruire in casa
tradizionale;31/01/2025 14:28;48;M;Diploma superiore;1;2;3;4;2;1;2;9;Scenari animati e riconoscimento facciale per emozioni;Spiegazioni vocali;7;1874;Giovanni Cena;La costruzione di scuole in muratura;Giovanni Cena;Angelo Celli;Conteneva materiali didattici auto-correttivi organizzati per sviluppare l'autonomia del bambino;Gli studenti di una scuola elementare;Era riservato agli insegnanti per le riunioni;I bambini delle scuole private
tradizionale;15/04/2025 14:49;48;M;Licenza media;1;2;1;2;2;1;2;6;Esperienze multisensoriali e visite notturne simulate;Altro;6;1874;Ruggiero Bonghi;La promozione del fascismo nelle scuole;Duilio Cambellotti;Sibilla Aleramo;Serviva esclusivamente per riporre i libri di testo;Carlo Collodi in persona;Serviva solo per intrattenere i bambini durante le pause;Esclusivamente gli adulti per il lavoro
tradizionale;31/03/2025 16:12;48;M;Laurea triennale;1;2;3;2;2;1;2;1;Chat con esperti e accesso a documentari;Spiegazioni vocali;7;1884;Duilio Cambellotti;La promozione del fascismo nelle scuole;Giovanni Cena;Giovanni Cena;Era destinata agli oggetti personali del maestro;Gli studenti di una scuola elementare;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;Esclusivamente gli adulti per il lavoro
tradizionale;03/04/2025 16:42;48;M;Laurea triennale;4;2;3;2;2;1;6;9;Modalità realtà mista e esperienze narrative;Altro;4;1907;Ruggiero Bonghi;La promozione del fascismo nelle scuole;Sibilla Aleramo;Duilio Cambellotti;Serviva esclusivamente per riporre i libri di testo;Gli studenti di una scuola elementare;Era utilizzato esclusivamente per le feste scolastiche;I bambini delle famiglie povere perché erano facili da costruire in casa
tradizionale;30/03/2025 18:24;48;M;Laurea triennale;1;2;3;2;2;1;2;8;Scenari animati e incontri con avatar storici;Interazioni con la guida;5;1884;Maria Montessori;La promozione del fascismo nelle scuole;Duilio Cambellotti;Duilio Cambellotti;Era utilizzata solo per conservare i quaderni degli studenti;Un falegname della Disney;Era utilizzato esclusivamente per le feste scolastiche;Solo i bambini delle famiglie benestanti
tradizionale;01/05/2025 18:33;48;F;Post-laurea;5;7;3;2;2;1;2;10;Incontri con avatar storici e tecnologia vocale;Spiegazioni vocali;9;1907;Duilio Cambellotti;La promozione del fascismo nelle scuole;Duilio Cambellotti;Angelo Celli;Serviva esclusivamente per riporre i libri di testo;Carlo Collodi in persona;Serviva solo per intrattenere i bambini durante le pause;Solo i bambini delle famiglie benestanti
tradizionale;05/12/2024 18:43;48;M;Laurea triennale;1;2;3;2;2;1;4;9;Visione a raggi X degli oggetti e esperienza per bambini;Esposizioni fisiche;2;1912;Maria Montessori;L'uso di materiali sensoriali;Giovanni Cena;Sibilla Aleramo;Serviva esclusivamente per riporre i libri di testo;Carlo Collodi in persona;Era riservato agli insegnanti per le riunioni;Solo i bambini delle famiglie benestanti
tradizionale;28/01/2025 19:14;48;M;Laurea triennale;1;2;3;4;2;9;4;9;Collezioni temporanee interattive e modalità esperto;Esposizioni fisiche;1;1884;Duilio Cambellotti;L'uso di materiali sensoriali;Duilio Cambellotti;Angelo Celli;Conteneva materiali didattici auto-correttivi organizzati per sviluppare l'autonomia del bambino;Gli studenti di una scuola elementare;Era riservato agli insegnanti per le riunioni;Solo i bambini delle famiglie benestanti
tradizionale;02/04/2025 20:28;48;M;Licenza media;1;8;3;8;2;1;2;6;Traduzione simultanea e guide virtuali parlanti;Spiegazioni vocali;10;1912;Duilio Cambellotti;La costruzione di scuole in muratura;Sibilla Aleramo;Sibilla Aleramo;Era destinata agli oggetti personali del maestro;Ferdinando Codognotto;Era riservato agli insegnanti per le riunioni;Esclusivamente gli adulti per il lavoro
tradizionale;13/02/2025 21:10;48;M;Laurea triennale;1;2;3;2;2;1;2;8;Riconoscimento facciale per emozioni e gamification educativa;Esposizioni fisiche;9;1874;Maria Montessori;La costruzione di scuole in muratura;Sibilla Aleramo;Sibilla Aleramo;Era destinata agli oggetti personali del maestro;Un falegname della Disney;Era riservato agli insegnanti per le riunioni;I bambini delle famiglie povere perché erano facili da costruire in casa
tradizionale;16/05/2025 21:44;48;NON SPECIFICATO;Post-laurea;9;8;6;2;2;2;4;6;Tracce audio storiche e musica ambientale storica;Altro;6;1874;Duilio Cambellotti;L'uso di materiali sensoriali;Giovanni Cena;Angelo Celli;Conteneva materiali didattici auto-correttivi organizzati per sviluppare l'autonomia del bambino;Ferdinando Codognotto;Era utilizzato esclusivamente per le feste scolastiche;Esclusivamente gli adulti per il lavoro
tradizionale;23/03/2025 22:05;48;M;Laurea triennale;3;2;6;2;2;1;2;1;Supporto per visori diversi e modalità esperto;Altro;8;1884;Duilio Cambellotti;La creazione del 'Giornale per i bambini';Sibilla Aleramo;Angelo Celli;Serviva esclusivamente per riporre i libri di testo;Un falegname della Disney;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;I bambini delle famiglie povere perché erano facili da costruire in casa
tradizionale;22/03/2025 22:39;48;M;Laurea triennale;1;2;3;2;2;1;2;1;Percorsi personalizzati e scelta del livello di dettaglio;Spiegazioni vocali;9;1884;Ruggiero Bonghi;La promozione del fascismo nelle scuole;Giovanni Cena;Angelo Celli;Era destinata agli oggetti personali del maestro;Un falegname della Disney;Era utilizzato esclusivamente per le feste scolastiche;I bambini delle scuole private
tradizionale;24/04/2025 22:56;48;M;Laurea triennale;1;2;3;2;2;1;2;6;Tecnologia vocale e contenuti adattivi all'età;Interazioni con la guida;1;1884;Duilio Cambellotti;La promozione del fascismo nelle scuole;Giovanni Cena;Giovanni Cena;Serviva esclusivamente per riporre i libri di testo;Un falegname della Disney;Era utilizzato esclusivamente per le feste scolastiche;I bambini delle scuole private
tradizionale;01/02/2025 00:00;48;M;Laurea triennale;6;2;4;2;2;1;2;4;Modalità esperto e guide virtuali parlanti;Altro;6;1874;Maria Montessori;L'uso di materiali sensoriali;Giovanni Cena;Sibilla Aleramo;Era destinata agli oggetti personali del maestro;Gli studenti di una scuola elementare;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;I bambini delle scuole private
tradizionale;16/02/2025 00:56;48;M;Laurea triennale;1;2;3;2;3;1;2;2;Creazione del proprio avatar e visione a raggi x degli oggetti;Altro;4;1912;Ruggiero Bonghi;La promozione del fascismo nelle scuole;Alessandro Marcucci;Duilio Cambellotti;Conteneva materiali didattici auto-correttivi organizzati per sviluppare l'autonomia del bambino;Un falegname della Disney;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;Solo i bambini delle famiglie benestanti
tradizionale;07/04/2025 12:19;49;M;Laurea triennale;1;2;3;2;2;1;2;2;Visite notturne simulate e accesso a documenti d'archivio;Altro;5;1874;Ruggiero Bonghi;La creazione del 'Giornale per i bambini';Sibilla Aleramo;Giovanni Cena;Conteneva materiali didattici auto-correttivi organizzati per sviluppare l'autonomia del bambino;Ferdinando Codognotto;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;Esclusivamente gli adulti per il lavoro
tradizionale;23/01/2025 14:12;49;M;Laurea triennale;1;2;3;2;2;1;2;6;Visite notturne simulate e interazione con strumenti antichi;Altro;8;1884;Ruggiero Bonghi;La creazione del 'Giornale per i bambini';Giovanni Cena;Duilio Cambellotti;Era destinata agli oggetti personali del maestro;Ferdinando Codognotto;Era riservato agli insegnanti per le riunioni;I bambini delle scuole private
tradizionale;27/03/2025 15:13;49;M;Laurea triennale;1;2;3;2;2;1;2;9;Accesso a documentari e scenari animati;Esposizioni fisiche;2;1912;Duilio Cambellotti;La promozione del fascismo nelle scuole;Giovanni Cena;Angelo Celli;Era utilizzata solo per conservare i quaderni degli studenti;Gli studenti di una scuola elementare;Era riservato agli insegnanti per le riunioni;I bambini delle scuole private
tradizionale;04/05/2025 15:35;49;M;Laurea triennale;1;2;3;2;2;1;2;7;Ricerca vocale e ricostruzioni in scala reale;Esposizioni fisiche;3;1874;Ruggiero Bonghi;L'uso di materiali sensoriali;Duilio Cambellotti;Giovanni Cena;Era destinata agli oggetti personali del maestro;Un falegname della Disney;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;Solo i bambini delle famiglie benestanti
tradizionale;01/04/2025 15:41;49;M;Licenza media;1;2;7;2;2;1;9;6;Visione storica evolutiva e tecnologia vocale;Altro;2;1874;Ruggiero Bonghi;L'uso di materiali sensoriali;Alessandro Marcucci;Giovanni Cena;Conteneva materiali didattici auto-correttivi organizzati per sviluppare l'autonomia del bambino;Gli studenti di una scuola elementare;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;I bambini delle scuole private
tradizionale;21/02/2025 17:01;49;M;Diploma superiore;4;2;4;2;2;1;3;8;Accesso a documentari e gamification educativa;Interazioni con la guida;3;1884;Ruggiero Bonghi;La creazione del 'Giornale per i bambini';Giovanni Cena;Angelo Celli;Serviva esclusivamente per riporre i libri di testo;Gli studenti di una scuola elementare;Serviva solo per intrattenere i bambini durante le pause;Esclusivamente gli adulti per il lavoro
tradizionale;09/03/2025 17:10;49;M;Diploma superiore;1;2;3;2;10;1;2;2;Visite in tempo reale con amici e supporto per visori diversi;Altro;10;1912;Duilio Cambellotti;L'uso di materiali sensoriali;Sibilla Aleramo;Angelo Celli;Era destinata agli oggetti personali del maestro;Gli studenti di una scuola elementare;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;I bambini delle scuole private
tradizionale;15/03/2025 17:26;49;M;Diploma superiore;3;2;3;2;8;1;2;6;Modalità esperto e domande aperte guidate;Esposizioni fisiche;4;1884;Duilio Cambellotti;L'uso di materiali sensoriali;Sibilla Aleramo;Angelo Celli;Conteneva materiali didattici auto-correttivi organizzati per sviluppare l'autonomia del bambino;Carlo Collodi in persona;Era utilizzato esclusivamente per le feste scolastiche;Solo i bambini delle famiglie benestanti
tradizionale;06/02/2025 18:00;49;M;Laurea triennale;1;2;3;2;2;1;2;9;Accesso a documentari e scenari animati;Interazioni con la guida;4;1884;Maria Montessori;La promozione del fascismo nelle scuole;Alessandro Marcucci;Duilio Cambellotti;Conteneva materiali didattici auto-correttivi organizzati per sviluppare l'autonomia del bambino;Carlo Collodi in persona;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;I bambini delle scuole private
tradizionale;11/05/2025 18:34;49;M;Laurea triennale;1;2;3;2;2;1;2;8;non so;Spiegazioni vocali;5;1907;Ruggiero Bonghi;La promozione del fascismo nelle scuole;Duilio Cambellotti;Giovanni Cena;Era utilizzata solo per conservare i quaderni degli studenti;Carlo Collodi in persona;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;I bambini delle famiglie povere perché erano facili da costruire in casa
tradizionale;15/04/2025 19:11;49;F;Post-laurea;1;2;4;2;2;2;2;4;Scenari animati e riconoscimento facciale per emozioni;Esposizioni fisiche;3;1874;Duilio Cambellotti;La promozione del fascismo nelle scuole;Duilio Cambellotti;Angelo Celli;Era utilizzata solo per conservare i quaderni degli studenti;Gli studenti di una scuola elementare;Aveva dimensioni più grandi e disponeva di una seduta fissa e piano di lavoro inclinato incorporati nella struttura;I bambini delle famiglie povere perché erano facili da costruire in casa
tradizionale;18/05/2025 22:01;49;M;Laurea triennale;1;2;10;6;2;8;2;9;Integrazione con la realtà fisica e tracce audio storiche;Esposizioni fisiche;8;1907;Giovanni Cena;La promozione del fascismo nelle scuole;Sibilla Aleramo;Angelo Celli;Serviva esclusivamente per riporre i libri di testo;Un falegname della Disney;Era utilizzato esclusivamente per le feste scolastiche;Esclusivamente gli adulti per il lavoro
