Modalità ;Informazioni cronologiche;1. Qual è la tua età?;2. Qual è il tuo genere?;3. Qual è il tuo livello di istruzione?;"4. Valuta su una scala da 1 a 10 quanto ritieni che la tua età influenzi l'interesse per esperienze di realtà virtuale, dove 1 significa ""per nulla"" e 10 ""moltissimo""";5. Su una scala da 1 a 10, quanto pensi che il tuo percorso formativo o le tue conoscenze pregresse influenzino la tua comprensione delle esperienze VR educative?;"6. Quanto frequentemente utilizzi tecnologie di realtà virtuale o esperienze immersive? Usa una scala da 1 a 10 per indicare la tua frequenza, dove 1 significa ""mai"" e 10 ""molto frequentemente"".";7. Quanto hai trovato interessante l'esperienza nel museo VR con gli avatar AI? Valuta su una scala da 1 a 10;8. Ritieni che le spiegazioni fornite dagli avatar AI siano state chiare e utili? Usa una scala da 1 a 10 per indicare il tuo grado di chiarezza percepita;9. Durante l'esperienza VR, hai percepito difficoltà nel mantenere l'attenzione? Su una scala da 1 a 10;10. Quanto ritieni che la ricostruzione virtuale degli ambienti educativi storici sia stata efficace per trasmettere informazioni educative? Usa una scala da 1 a 10 per indicare la tua percezione.;11. Qual è stato il tuo livello di coinvolgimento emotivo durante l'esperienza VR? Valuta su una scala da 1 a 10;12. Quali ulteriori funzionalità vorresti vedere in una futura versione del museo VR?;13. Quali aspetti dell'esperienza VR con gli avatar AI hai trovato più utili per l'apprendimento?;14. Quanto riterresti utile l'uso della VR con avatar AI per spiegare l'evoluzione degli strumenti educativi rispetto alla visita museale tradizionale?;1. Chi era Duilio Cambellotti, che ti ha guidato nella sala della scuola contadina dell'Agro romano?;2.  Quale ruolo aveva il teatrino nella scuola di inizio XX secolo ?;3. Giuseppe Lombardo Radice, che ti ha accompagnato nell'area della scuola popolare, è noto per:;4.  A cosa serviva il banco della scuola rurale di Marcucci ?;5. La scuola contadina dell'Agro romano, presentata da Cambellotti, aveva come obiettivo principale:;6. Cosa rappresenta la bambola di pelle scura conservata al museo ;7. Giuseppe Lombardo Radice collaborò strettamente con:;8. A cosa serve il modellino della fornace esposto al museo ;9. L'avatar di Pinocchio ha presentato la letteratura per l'infanzia come strumento per:
VR;04/09/2025 00:44;51;F;Diploma superiore;10;9;1;9;9;9;7;10;Esperienze narrative e visione a raggi x degli oggetti;Ricostruzione ambienti;10;Un illustratore e scenografo legato al mondo rurale;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;Lo sviluppo della scuola attiva e popolare;Era utilizzato esclusivamente per la scrittura con l'inchiostro;Promuovere l'arte nelle campagne;Un giocattolo moderno per promuovere l'inclusività;Maria Montessori nel metodo educativo;A riscaldare realmente le aule del museo;Formazione morale e sociale dei bambini
VR;29/06/2025 00:44;52;F;Laurea magistrale;2;3;4;6;8;3;9;8;Interazione con strumenti antichi e esperienze tematiche;Interazioni con gli avatar;7;Un illustratore e scenografo legato al mondo rurale;Era utilizzato esclusivamente per le feste scolastiche;L'introduzione delle tecnologie in classe;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Alfabetizzare e educare le popolazioni rurali;Un oggetto di artigianato africano importato per il commercio;Maria Montessori nel metodo educativo;A decorare la sala espositiva;Formazione morale e sociale dei bambini
VR;30/10/2025 00:45;33;F;Laurea triennale;9;4;3;7;6;10;9;1;Tracce audio storiche e musica ambientale storica;Interazioni con gli avatar;8;Un illustratore e scenografo legato al mondo rurale;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;Lo sviluppo della scuola attiva e popolare;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Formare artisti e illustratori;Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo;Duilio Cambellotti nelle decorazioni;A riscaldare realmente le aule del museo;Sviluppo delle abilità matematiche
VR;07/07/2025 00:46;23;M;Diploma superiore;8;6;9;9;9;2;9;7;Accesso a documenti d'archivio e accesso offline;Altro;9;Un pedagogo montessoriano;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;Lo sviluppo della scuola attiva e popolare;Serviva solo per gli esami finali;Formare artisti e illustratori;Una bambola tradizionale italiana;Giovanni Gentile nella riforma scolastica;A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo;Apprendimento della grammatica
VR;23/11/2025 00:46;42;M;Diploma superiore;9;3;10;7;9;8;9;3;Contenuti storici dinamici e possibilità di fare domande;Elementi interattivi;10;Un fondatore di scuole elementari;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;Lo sviluppo della scuola attiva e popolare;Era riservato unicamente al maestro;Formare artisti e illustratori;Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo;Duilio Cambellotti nelle decorazioni;A riscaldare realmente le aule del museo;Formazione morale e sociale dei bambini
VR;01/09/2025 00:47;51;F;Diploma superiore;7;2;2;6;7;7;8;7;Accesso offline e interazione con strumenti antichi;Ricostruzione ambienti;10;Un illustratore e scenografo legato al mondo rurale;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;La riforma universitaria italiana;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Alfabetizzare e educare le popolazioni rurali;Un giocattolo moderno per promuovere l'inclusività;Giovanni Gentile nella riforma scolastica;A riscaldare realmente le aule del museo;Formazione morale e sociale dei bambini
VR;25/09/2025 00:47;43;F;Laurea triennale;4;8;4;9;8;8;7;8;Visione storica evolutiva e accesso a documentari;Ricostruzione ambienti;7;Un pedagogo montessoriano;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;Aver inventato il metodo Montessori;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Formare artisti e illustratori;Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo;Giovanni Gentile nella riforma scolastica;A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo;Sviluppo delle abilità matematiche
VR;08/11/2025 00:48;32;M;Laurea magistrale;8;9;7;10;7;9;2;6;Esplorazione libera in stile open world e supporto per più lingue;Interazioni con gli avatar;7;Un illustratore e scenografo legato al mondo rurale;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;Lo sviluppo della scuola attiva e popolare;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Alfabetizzare e educare le popolazioni rurali;Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo;Giovanni Gentile nella riforma scolastica;A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo;Formazione morale e sociale dei bambini
VR;14/11/2025 00:48;56;M;Laurea magistrale;1;8;4;6;8;7;1;10;Supporto per visori diversi e esplorazione libera in stile open world;Altro;9;Un illustratore e scenografo legato al mondo rurale;Era utilizzato esclusivamente per le feste scolastiche;Lo sviluppo della scuola attiva e popolare;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Creare teatri rurali;Una bambola tradizionale italiana;Giovanni Gentile nella riforma scolastica;A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo;Formazione morale e sociale dei bambini
VR;07/08/2025 00:49;26;M;Laurea magistrale;10;6;4;10;6;7;6;8;Traduzione simultanea e tracce audio storiche;Ricostruzione ambienti;10;Un pedagogo montessoriano;Serviva solo per intrattenere i bambini durante le pause;Lo sviluppo della scuola attiva e popolare;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Formare artisti e illustratori;Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo;Giovanni Gentile nella riforma scolastica;A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo;Formazione morale e sociale dei bambini
VR;18/07/2025 00:50;54;M;Laurea magistrale;9;6;2;10;9;2;9;9;Visione a raggi X degli oggetti e esperienza per bambini;Interazioni con gli avatar;7;Un pedagogo montessoriano;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;Lo sviluppo della scuola attiva e popolare;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Creare teatri rurali;Un giocattolo moderno per promuovere l'inclusività;Duilio Cambellotti nelle decorazioni;A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo;Apprendimento della grammatica
VR;18/10/2025 00:50;46;F;Laurea magistrale;8;1;2;8;7;2;8;8;Riconoscimento facciale per emozioni e interazioni con altri visitatori;Elementi interattivi;7;Un politico dell'epoca fascista;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;La riforma universitaria italiana;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Alfabetizzare e educare le popolazioni rurali;Un oggetto di artigianato africano importato per il commercio;Angelo Celli nella lotta alla malaria;A riscaldare realmente le aule del museo;Formazione morale e sociale dei bambini
VR;28/10/2025 00:51;34;F;Laurea magistrale;7;9;2;6;6;9;7;8;Incontri con avatar storici e visione a raggi x degli oggetti;Interazioni con gli avatar;10;Un fondatore di scuole elementari;Serviva solo per intrattenere i bambini durante le pause;L'introduzione delle tecnologie in classe;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Alfabetizzare e educare le popolazioni rurali;Un oggetto di artigianato africano importato per il commercio;Giovanni Gentile nella riforma scolastica;A riscaldare realmente le aule del museo;Formazione morale e sociale dei bambini
VR;30/10/2025 00:51;42;M;Laurea magistrale;10;8;1;10;9;6;1;8;Esperienze in prima persona e accesso offline;Ricostruzione ambienti;8;Un pedagogo montessoriano;Era uno strumento ludico per le famiglie benestanti;Aver inventato il metodo Montessori;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Alfabetizzare e educare le popolazioni rurali;Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo;Giovanni Gentile nella riforma scolastica;A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo;Semplice intrattenimento
VR;01/07/2025 00:52;67;M;Diploma superiore;10;8;2;6;8;9;8;7;Modalità realtà mista e esperienze narrative;Elementi interattivi;10;Un illustratore e scenografo legato al mondo rurale;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;Lo sviluppo della scuola attiva e popolare;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Alfabetizzare e educare le popolazioni rurali;Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo;Giovanni Gentile nella riforma scolastica;A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo;Formazione morale e sociale dei bambini
VR;06/09/2025 00:53;28;F;Laurea triennale;9;8;1;10;8;7;7;10;Chat con esperti e più interazione con gli oggetti;Altro;9;Un fondatore di scuole elementari;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;Lo sviluppo della scuola attiva e popolare;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Formare artisti e illustratori;Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo;Giovanni Gentile nella riforma scolastica;A riscaldare realmente le aule del museo;Apprendimento della grammatica
VR;27/07/2025 00:53;32;F;Diploma superiore;8;5;1;8;6;9;9;8;Visione storica evolutiva e realtà aumentata integrata;Ricostruzione ambienti;10;Un illustratore e scenografo legato al mondo rurale;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;Lo sviluppo della scuola attiva e popolare;Era riservato unicamente al maestro;Alfabetizzare e educare le popolazioni rurali;Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo;Angelo Celli nella lotta alla malaria;A riscaldare realmente le aule del museo;Formazione morale e sociale dei bambini
VR;21/11/2025 00:54;33;F;Laurea magistrale;10;2;1;8;10;3;1;7;Integrazione con la realtà fisica e esperienze tematiche;Ricostruzione ambienti;9;Un illustratore e scenografo legato al mondo rurale;Serviva solo per intrattenere i bambini durante le pause;La riforma universitaria italiana;Serviva solo per gli esami finali;Formare artisti e illustratori;Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo;Angelo Celli nella lotta alla malaria;A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo;Formazione morale e sociale dei bambini
VR;05/10/2025 00:54;47;M;Laurea triennale;8;8;1;10;9;4;4;10;Ricostruzioni 3D dettagliate e visite guidate registrate;Altro;8;Un illustratore e scenografo legato al mondo rurale;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;Lo sviluppo della scuola attiva e popolare;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Alfabetizzare e educare le popolazioni rurali;Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo;Giovanni Gentile nella riforma scolastica;A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo;Formazione morale e sociale dei bambini
VR;21/06/2025 00:55;67;F;Diploma superiore;8;8;4;10;8;4;10;5;Guide virtuali parlanti e modalità fotografica;Elementi interattivi;8;Un illustratore e scenografo legato al mondo rurale;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;Lo sviluppo della scuola attiva e popolare;Era utilizzato esclusivamente per la scrittura con l'inchiostro;Promuovere l'arte nelle campagne;Un giocattolo moderno per promuovere l'inclusività;Giovanni Gentile nella riforma scolastica;A conservare oggetti antichi;Formazione morale e sociale dei bambini
VR;05/11/2025 00:56;42;F;Diploma superiore;8;2;1;8;10;7;1;10;Tecnologia vocale e contenuti adattivi all'età;Elementi interattivi;10;Un illustratore e scenografo legato al mondo rurale;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;Lo sviluppo della scuola attiva e popolare;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Alfabetizzare e educare le popolazioni rurali;Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo;Giovanni Gentile nella riforma scolastica;A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo;Formazione morale e sociale dei bambini
VR;22/08/2025 00:56;59;F;Diploma superiore;2;5;4;10;6;9;9;9;Possibilità di fare domande e simulazioni storiche in tempo reale;Interazioni con gli avatar;7;Un illustratore e scenografo legato al mondo rurale;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;Lo sviluppo della scuola attiva e popolare;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Alfabetizzare e educare le popolazioni rurali;Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo;Giovanni Gentile nella riforma scolastica;A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo;Formazione morale e sociale dei bambini
VR;12/07/2025 00:57;68;M;Diploma superiore;10;10;4;6;6;9;10;8;Scenari animati e riconoscimento facciale per emozioni;Interazioni con gli avatar;10;Un illustratore e scenografo legato al mondo rurale;Era uno strumento ludico per le famiglie benestanti;Lo sviluppo della scuola attiva e popolare;Era utilizzato esclusivamente per la scrittura con l'inchiostro;Creare teatri rurali;Un oggetto di artigianato africano importato per il commercio;Giovanni Gentile nella riforma scolastica;A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo;Formazione morale e sociale dei bambini
VR;04/11/2025 00:57;66;M;Laurea magistrale;9;4;1;6;8;8;4;4;Interazione con strumenti antichi e sincronizzazione con l'app mobile;Ricostruzione ambienti;8;Un pedagogo montessoriano;Serviva solo per intrattenere i bambini durante le pause;Lo sviluppo della scuola attiva e popolare;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Alfabetizzare e educare le popolazioni rurali;Un giocattolo moderno per promuovere l'inclusività;Maria Montessori nel metodo educativo;A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo;Formazione morale e sociale dei bambini
VR;29/06/2025 00:58;68;M;Diploma superiore;8;5;10;8;9;8;10;6;Esperienza per bambini e visione storica evolutiva;Altro;7;Un pedagogo montessoriano;Serviva solo per intrattenere i bambini durante le pause;L'introduzione delle tecnologie in classe;Serviva solo per gli esami finali;Alfabetizzare e educare le popolazioni rurali;Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo;Giovanni Gentile nella riforma scolastica;A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo;Formazione morale e sociale dei bambini
VR;14/07/2025 00:58;60;F;Diploma superiore;8;8;2;9;9;3;7;7;Tecnologia vocale e supporto a haptic feedback;Interazioni con gli avatar;8;Un illustratore e scenografo legato al mondo rurale;Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione;Lo sviluppo della scuola attiva e popolare;Era progettato per l'uso didattico degli studenti nelle piccole classi rurali;Alfabetizzare e educare le popolazioni rurali;Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo;Giovanni Gentile nella riforma scolastica;A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo;Formazione morale e sociale dei bambini
