Gruppo,Data,Eta,Fascia_Eta,Genere,Livello_Istruzione,Influenza_Eta,Influenza_Formazione,Frequenza_Visite,Interesse,Chiarezza,Difficolta_Attenzione,Efficacia,Coinvolgimento_Emotivo,Funzionalita_Desiderate,Aspetti_Utili,Utilita_VR,Quiz_1_Fondazione,Quiz_2_Fondatore,Quiz_3_Montessori,Quiz_4_Banchi,Quiz_5_Decorazione,Quiz_6_Cassettiera,Quiz_7_Pinocchio,Quiz_8_Banco_Urbano,Quiz_9_GoKart
VR,29/06/2025 00:44,52,51-65,F,Laurea magistrale,2,3,4,6,8,3,9,8,Interazione con strumenti antichi e esperienze tematiche,Interazioni con gli avatar,7,Un illustratore e scenografo legato al mondo rurale,Era utilizzato esclusivamente per le feste scolastiche,L'introduzione delle tecnologie in classe,Era progettato per l'uso didattico degli studenti nelle piccole classi rurali,Alfabetizzare e educare le popolazioni rurali,Un oggetto di artigianato africano importato per il commercio,Maria Montessori nel metodo educativo,A decorare la sala espositiva,Formazione morale e sociale dei bambini
VR,30/10/2025 00:45,33,26-35,F,Laurea triennale,9,4,3,7,6,10,9,1,Tracce audio storiche e musica ambientale storica,Interazioni con gli avatar,8,Un illustratore e scenografo legato al mondo rurale,Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione,Lo sviluppo della scuola attiva e popolare,Era progettato per l'uso didattico degli studenti nelle piccole classi rurali,Formare artisti e illustratori,"Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo",Duilio Cambellotti nelle decorazioni,A riscaldare realmente le aule del museo,Sviluppo delle abilità matematiche
VR,07/07/2025 00:46,23,18-25,M,Diploma superiore,8,6,9,9,9,2,9,7,Accesso a documenti d'archivio e accesso offline,Altro,9,Un pedagogo montessoriano,Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione,Lo sviluppo della scuola attiva e popolare,Serviva solo per gli esami finali,Formare artisti e illustratori,Una bambola tradizionale italiana,Giovanni Gentile nella riforma scolastica,A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo,Apprendimento della grammatica
VR,23/11/2025 00:46,42,36-50,M,Diploma superiore,9,3,10,7,9,8,9,3,Contenuti storici dinamici e possibilità di fare domande,Elementi interattivi,10,Un fondatore di scuole elementari,Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione,Lo sviluppo della scuola attiva e popolare,Era riservato unicamente al maestro,Formare artisti e illustratori,"Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo",Duilio Cambellotti nelle decorazioni,A riscaldare realmente le aule del museo,Formazione morale e sociale dei bambini
VR,01/09/2025 00:47,51,51-65,F,Diploma superiore,7,2,2,6,7,7,8,7,Accesso offline e interazione con strumenti antichi,Ricostruzione ambienti,10,Un illustratore e scenografo legato al mondo rurale,Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione,La riforma universitaria italiana,Era progettato per l'uso didattico degli studenti nelle piccole classi rurali,Alfabetizzare e educare le popolazioni rurali,Un giocattolo moderno per promuovere l'inclusività,Giovanni Gentile nella riforma scolastica,A riscaldare realmente le aule del museo,Formazione morale e sociale dei bambini
VR,25/09/2025 00:47,43,36-50,F,Laurea triennale,4,8,4,9,8,8,7,8,Visione storica evolutiva e accesso a documentari,Ricostruzione ambienti,7,Un pedagogo montessoriano,Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione,Aver inventato il metodo Montessori,Era progettato per l'uso didattico degli studenti nelle piccole classi rurali,Formare artisti e illustratori,"Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo",Giovanni Gentile nella riforma scolastica,A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo,Sviluppo delle abilità matematiche
VR,08/11/2025 00:48,32,26-35,M,Laurea magistrale,8,9,7,10,7,9,2,6,Esplorazione libera in stile open world e supporto per più lingue,Interazioni con gli avatar,7,Un illustratore e scenografo legato al mondo rurale,Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione,Lo sviluppo della scuola attiva e popolare,Era progettato per l'uso didattico degli studenti nelle piccole classi rurali,Alfabetizzare e educare le popolazioni rurali,"Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo",Giovanni Gentile nella riforma scolastica,A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo,Formazione morale e sociale dei bambini
VR,14/11/2025 00:48,56,51-65,M,Laurea magistrale,1,8,4,6,8,7,1,10,Supporto per visori diversi e esplorazione libera in stile open world,Altro,9,Un illustratore e scenografo legato al mondo rurale,Era utilizzato esclusivamente per le feste scolastiche,Lo sviluppo della scuola attiva e popolare,Era progettato per l'uso didattico degli studenti nelle piccole classi rurali,Creare teatri rurali,Una bambola tradizionale italiana,Giovanni Gentile nella riforma scolastica,A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo,Formazione morale e sociale dei bambini
VR,07/08/2025 00:49,26,26-35,M,Laurea magistrale,10,6,4,10,6,7,6,8,Traduzione simultanea e tracce audio storiche,Ricostruzione ambienti,10,Un pedagogo montessoriano,Serviva solo per intrattenere i bambini durante le pause,Lo sviluppo della scuola attiva e popolare,Era progettato per l'uso didattico degli studenti nelle piccole classi rurali,Formare artisti e illustratori,"Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo",Giovanni Gentile nella riforma scolastica,A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo,Formazione morale e sociale dei bambini
VR,18/07/2025 00:50,54,51-65,M,Laurea magistrale,9,6,2,10,9,2,9,9,Visione a raggi X degli oggetti e esperienza per bambini,Interazioni con gli avatar,7,Un pedagogo montessoriano,Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione,Lo sviluppo della scuola attiva e popolare,Era progettato per l'uso didattico degli studenti nelle piccole classi rurali,Creare teatri rurali,Un giocattolo moderno per promuovere l'inclusività,Duilio Cambellotti nelle decorazioni,A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo,Apprendimento della grammatica
VR,18/10/2025 00:50,46,36-50,F,Laurea magistrale,8,1,2,8,7,2,8,8,Riconoscimento facciale per emozioni e interazioni con altri visitatori,Elementi interattivi,7,Un politico dell'epoca fascista,Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione,La riforma universitaria italiana,Era progettato per l'uso didattico degli studenti nelle piccole classi rurali,Alfabetizzare e educare le popolazioni rurali,Un oggetto di artigianato africano importato per il commercio,Angelo Celli nella lotta alla malaria,A riscaldare realmente le aule del museo,Formazione morale e sociale dei bambini
VR,28/10/2025 00:51,34,26-35,F,Laurea magistrale,7,9,2,6,6,9,7,8,Incontri con avatar storici e visione a raggi x degli oggetti,Interazioni con gli avatar,10,Un fondatore di scuole elementari,Serviva solo per intrattenere i bambini durante le pause,L'introduzione delle tecnologie in classe,Era progettato per l'uso didattico degli studenti nelle piccole classi rurali,Alfabetizzare e educare le popolazioni rurali,Un oggetto di artigianato africano importato per il commercio,Giovanni Gentile nella riforma scolastica,A riscaldare realmente le aule del museo,Formazione morale e sociale dei bambini
VR,30/10/2025 00:51,42,36-50,M,Laurea magistrale,10,8,1,10,9,6,1,8,Esperienze in prima persona e accesso offline,Ricostruzione ambienti,8,Un pedagogo montessoriano,Era uno strumento ludico per le famiglie benestanti,Aver inventato il metodo Montessori,Era progettato per l'uso didattico degli studenti nelle piccole classi rurali,Alfabetizzare e educare le popolazioni rurali,"Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo",Giovanni Gentile nella riforma scolastica,A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo,Semplice intrattenimento
VR,01/07/2025 00:52,67,over 65,M,Diploma superiore,10,8,2,6,8,9,8,7,Modalità realtà mista e esperienze narrative,Elementi interattivi,10,Un illustratore e scenografo legato al mondo rurale,Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione,Lo sviluppo della scuola attiva e popolare,Era progettato per l'uso didattico degli studenti nelle piccole classi rurali,Alfabetizzare e educare le popolazioni rurali,"Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo",Giovanni Gentile nella riforma scolastica,A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo,Formazione morale e sociale dei bambini
VR,06/09/2025 00:53,28,26-35,F,Laurea triennale,9,8,1,10,8,7,7,10,Chat con esperti e più interazione con gli oggetti,Altro,9,Un fondatore di scuole elementari,Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione,Lo sviluppo della scuola attiva e popolare,Era progettato per l'uso didattico degli studenti nelle piccole classi rurali,Formare artisti e illustratori,"Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo",Giovanni Gentile nella riforma scolastica,A riscaldare realmente le aule del museo,Apprendimento della grammatica
VR,27/07/2025 00:53,32,26-35,F,Diploma superiore,8,5,1,8,6,9,9,8,Visione storica evolutiva e realtà aumentata integrata,Ricostruzione ambienti,10,Un illustratore e scenografo legato al mondo rurale,Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione,Lo sviluppo della scuola attiva e popolare,Era riservato unicamente al maestro,Alfabetizzare e educare le popolazioni rurali,"Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo",Angelo Celli nella lotta alla malaria,A riscaldare realmente le aule del museo,Formazione morale e sociale dei bambini
VR,21/11/2025 00:54,33,26-35,F,Laurea magistrale,10,2,1,8,10,3,1,7,Integrazione con la realtà fisica e esperienze tematiche,Ricostruzione ambienti,9,Un illustratore e scenografo legato al mondo rurale,Serviva solo per intrattenere i bambini durante le pause,La riforma universitaria italiana,Serviva solo per gli esami finali,Formare artisti e illustratori,"Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo",Angelo Celli nella lotta alla malaria,A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo,Formazione morale e sociale dei bambini
VR,05/10/2025 00:54,47,36-50,M,Laurea triennale,8,8,1,10,9,4,4,10,Ricostruzioni 3D dettagliate e visite guidate registrate,Altro,8,Un illustratore e scenografo legato al mondo rurale,Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione,Lo sviluppo della scuola attiva e popolare,Era progettato per l'uso didattico degli studenti nelle piccole classi rurali,Alfabetizzare e educare le popolazioni rurali,"Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo",Giovanni Gentile nella riforma scolastica,A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo,Formazione morale e sociale dei bambini
VR,21/06/2025 00:55,67,over 65,F,Diploma superiore,8,8,4,10,8,4,10,5,Guide virtuali parlanti e modalità fotografica,Elementi interattivi,8,Un illustratore e scenografo legato al mondo rurale,Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione,Lo sviluppo della scuola attiva e popolare,Era utilizzato esclusivamente per la scrittura con l'inchiostro,Promuovere l'arte nelle campagne,Un giocattolo moderno per promuovere l'inclusività,Giovanni Gentile nella riforma scolastica,A conservare oggetti antichi,Formazione morale e sociale dei bambini
VR,05/11/2025 00:56,42,36-50,F,Diploma superiore,8,2,1,8,10,7,1,10,Tecnologia vocale e contenuti adattivi all'età,Elementi interattivi,10,Un illustratore e scenografo legato al mondo rurale,Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione,Lo sviluppo della scuola attiva e popolare,Era progettato per l'uso didattico degli studenti nelle piccole classi rurali,Alfabetizzare e educare le popolazioni rurali,"Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo",Giovanni Gentile nella riforma scolastica,A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo,Formazione morale e sociale dei bambini
VR,22/08/2025 00:56,59,51-65,F,Diploma superiore,2,5,4,10,6,9,9,9,Possibilità di fare domande e simulazioni storiche in tempo reale,Interazioni con gli avatar,7,Un illustratore e scenografo legato al mondo rurale,Era uno strumento didattico fondamentale per l'educazione morale e civica attraverso la rappresentazione,Lo sviluppo della scuola attiva e popolare,Era progettato per l'uso didattico degli studenti nelle piccole classi rurali,Alfabetizzare e educare le popolazioni rurali,"Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo",Giovanni Gentile nella riforma scolastica,A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo,Formazione morale e sociale dei bambini
VR,12/07/2025 00:57,68,over 65,M,Diploma superiore,10,10,4,6,6,9,10,8,Scenari animati e riconoscimento facciale per emozioni,Interazioni con gli avatar,10,Un illustratore e scenografo legato al mondo rurale,Era uno strumento ludico per le famiglie benestanti,Lo sviluppo della scuola attiva e popolare,Era utilizzato esclusivamente per la scrittura con l'inchiostro,Creare teatri rurali,Un oggetto di artigianato africano importato per il commercio,Giovanni Gentile nella riforma scolastica,A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo,Formazione morale e sociale dei bambini
VR,04/11/2025 00:57,66,over 65,M,Laurea magistrale,9,4,1,6,8,8,4,4,Interazione con strumenti antichi e sincronizzazione con l'app mobile,Ricostruzione ambienti,8,Un pedagogo montessoriano,Serviva solo per intrattenere i bambini durante le pause,Lo sviluppo della scuola attiva e popolare,Era progettato per l'uso didattico degli studenti nelle piccole classi rurali,Alfabetizzare e educare le popolazioni rurali,Un giocattolo moderno per promuovere l'inclusività,Maria Montessori nel metodo educativo,A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo,Formazione morale e sociale dei bambini
VR,29/06/2025 00:58,68,over 65,M,Diploma superiore,8,5,10,8,9,8,10,6,Esperienza per bambini e visione storica evolutiva,Altro,7,Un pedagogo montessoriano,Serviva solo per intrattenere i bambini durante le pause,L'introduzione delle tecnologie in classe,Serviva solo per gli esami finali,Alfabetizzare e educare le popolazioni rurali,"Un prodotto dell'epoca del colonialismo italiano in Etiopia, che rifletteva le ideologie del tempo",Giovanni Gentile nella riforma scolastica,A mostrare agli alunni come funzionava la fornace all'inizio del XX secolo,Formazione morale e sociale dei bambini
